price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,h_age
650000,4,2.5,2840,9354,2,3,31
435000,4,2.75,3270,50994,2,4,38
510000,3,1.75,1480,7040,1,3,47
525000,5,2.75,2440,8000,1,4,49
920000,4,2.75,2880,5750,1.5,5,93
200000,2,1,1730,9610,1,3,59
435000,2,1,1260,4080,1.5,5,95
809950,4,2,2230,9900,1.5,5,62
1370000,2,2.25,2460,16940,1.5,4,85
455000,4,1.75,2050,94525,1,4,62
471000,3,2.5,2030,2805,2,3,20
253500,2,1,810,4800,1,3,73
185000,3,1,1840,8100,1,4,68
535500,3,1.5,1730,40250,2,4,38
835000,2,2,2280,6815,1,3,19
589500,4,2.5,2630,6326,2,3,13
680000,3,2.25,2270,23900,1,3,46
360000,3,1.75,1020,7020,1.5,4,68
595000,4,2.5,1990,2175,2,3,16
300000,4,2.5,2680,15508,2,3,22
660000,3,1.75,1980,3300,1.5,4,95
570000,3,2.5,2400,6975,2,3,28
285000,2,1,780,5000,1,4,78
435000,3,2,980,5000,1,3,81
160000,3,1,1210,103237,1,2,103
805000,5,2.5,4600,19831,1,3,65
450000,3,2.5,1480,1961,2,3,16
510000,4,1.5,1320,14250,1,4,67
1120000,5,2.75,4400,18500,1,5,58
1280000,4,3.5,3010,3600,2,3,22
539000,3,2,2260,9568,1,3,36
407193,4,2,1880,14653,2,3,43
320000,3,1.75,1370,9900,1,4,38
739000,4,3,2720,3800,2,5,102
452000,2,1.75,1740,5400,1,4,75
600000,4,2.5,2560,5593,2,3,20
279000,5,2.5,2690,5557,2,3,9
895000,4,3,3240,5562,2,3,8
585000,4,2.5,2430,4747,2,3,13
405000,2,2,1405,1073,2,3,14
837219,5,2.75,3030,7679,2,3,7
969990,4,2.5,4150,8436,2,3,7
490000,3,3,1730,2940,3,3,36
611000,6,2.5,3820,53173,1,4,47
462000,4,2.5,3070,6432,2,3,15
540000,4,2.5,1780,4169,2,3,27
260000,4,2.5,1811,4381,2,3,14
510000,4,2.25,2450,62290,2,3,45
567500,3,2.5,2300,7398,2,3,20
445000,2,1,1440,3225,1,3,106
684680,4,2.25,2370,9360,2,4,42
2700000,4,3.25,4420,7850,2,3,20
455000,3,1,1300,3550,1.5,3,94
540000,5,3,2870,4369,2,3,14
530000,3,2.75,3400,7200,2,3,12
410000,3,1,1410,5060,1,4,65
450000,3,1.75,1640,13500,1,3,81
609900,4,2.5,3190,7399,2,3,15
648000,4,2.5,2380,13435,2,3,29
550000,3,2.5,2260,4165,2,3,16
347000,3,1.75,1240,8050,1,4,43
1635000,5,3.5,4220,26784,1,3,63
1339000,4,2.5,4250,19387,2,4,49
288350,3,1.5,1860,7963,1,3,58
1150000,3,2.5,2850,10474,1,4,67
525000,3,3,2470,36445,2,4,41
250250,3,2.25,2210,8000,2,4,52
341000,4,1.75,1920,7665,1,4,46
700000,4,3,3150,7778,2,3,21
390000,4,1.75,2700,7875,1.5,4,53
539950,3,2.25,2190,7149,1,4,58
552000,2,2.5,1380,951,3,3,15
250000,5,1.5,2520,5753,1.5,4,93
502000,3,1.75,1300,8800,1,4,58
480000,4,1.75,2220,6500,2,4,57
378500,2,1,730,7528,1,3,75
1350000,4,3.25,3300,15907,2,5,36
1900000,4,3.25,4130,112521,2,3,43
605000,3,2.5,2670,47480,2,3,40
307550,4,2.5,1980,5909,2,3,18
304700,2,1,740,5995,1,4,72
568000,3,1.75,2050,3520,1,4,44
385000,3,1.75,1230,7500,1,3,34
345000,3,2.5,1210,1420,3,3,13
435000,3,2.25,1890,7200,1,4,48
579000,2,2,1870,6275,1,3,18
236000,3,1.75,1330,6301,1,3,23
305100,3,2,1590,35988,1,4,47
368000,3,1.75,1710,10800,1,4,63
255000,2,1,1200,9000,1,5,104
400000,2,1,1140,5100,1,3,79
440000,3,1.75,2240,8153,1,3,73
417000,2,1,920,6600,1,3,102
435000,2,1,800,5000,1,3,115
475000,4,2.75,1980,11443,1,5,69
563500,4,2.5,2800,12831,2,3,20
285000,3,2.25,1680,35127,2,3,34
471000,4,2.5,2330,9928,2,3,23
500000,4,1.75,2240,9886,1.5,4,56
640000,3,2.5,2140,8925,2,3,30
442500,4,2.5,2170,14024,2,3,29
213400,3,1.5,1150,8686,1,4,58
831000,4,2.5,2030,3905,1.5,4,95
325000,3,2,1350,11805,1,3,35
425000,2,1,910,4635,1,4,116
550000,4,2.5,2700,5100,1,4,53
599950,4,3.5,3730,15029,2,3,30
1225000,4,2.5,2740,16007,2,3,37
750000,4,3.25,2050,5000,2,4,34
290000,4,3,2390,4500,2,3,47
270000,4,2.75,1990,7252,1,3,22
229950,4,1.75,1300,21000,1,4,52
234999,3,1,1330,8912,1,3,73
265000,2,1,1000,31505,1,3,61
367300,4,2.75,2190,14937,2,3,28
550000,3,1.75,1380,3402,1.5,3,121
743700,4,2.5,2610,33206,2,3,33
352750,2,1.75,1060,1241,2,3,13
403950,2,1,710,1136,2,4,78
980000,4,2.5,2730,4800,1.5,5,112
585000,4,1.75,2470,131790,2,3,84
554000,3,1.75,1760,10780,1,3,44
546000,3,2.5,1530,3464,2,3,23
280000,2,1.75,1610,158558,1.5,2,73
212500,2,2,1030,21712,1,4,83
739000,4,2.5,2800,246114,2,3,22
428000,3,2,1310,2550,1,3,35
965000,4,2.25,3160,34560,1,4,40
364900,3,3,2500,8304,2,3,24
559000,3,1.5,2070,5386,1,4,73
213000,4,1.75,1980,9000,1,2,43
620000,3,2.5,2590,7237,2,3,17
240000,4,1,1910,16320,1.5,3,87
852500,3,2.5,2630,10100,1,4,54
600000,3,2.5,2630,77972,2,3,17
410000,3,2.5,1960,4400,2,3,15
328000,3,1.75,1440,45302,2,3,44
625000,3,1.75,2210,16200,1,3,63
649950,4,2.5,2350,63162,2,4,27
235000,3,1,1590,13000,1.5,3,77
489000,3,3.5,1500,1249,2,3,17
536000,3,2.5,1900,6224,2,3,16
400000,4,3.5,2370,3692,2.5,3,8
398000,3,2.5,1720,1715,2,3,17
379000,4,1.5,2020,7560,1,4,61
345000,2,1.5,1340,1210,2,3,13
365000,3,2.5,1800,2700,2,3,10
315000,3,2.5,1480,1590,2,3,11
571000,4,2,2750,7807,1.5,5,105
1025000,5,4,3760,28040,2,3,38
695000,3,2.75,2540,4694,2,3,16
225000,3,1.75,1760,26055,1,3,42
740000,3,2.5,3000,25341,2,3,26
315000,4,2.5,1930,9643,2,4,29
1230000,4,2.5,3040,7000,2,3,20
420000,2,1,860,3880,1,4,105
310000,3,1.75,1420,7650,1,4,37
700000,3,2,2080,3880,1,5,67
269000,3,2.5,1560,4200,2,3,18
369990,4,2.5,1960,7133,2,3,19
800000,3,2.25,1620,4500,2,4,95
569000,5,3,3670,10583,1,5,69
175000,6,1.5,1930,8400,1,3,50
440000,3,1.5,1290,1286,3,3,21
435000,5,2.25,1970,15247,1,3,35
345000,3,1.75,1540,6909,1,4,66
558000,4,2,2180,3870,1,3,121
475000,2,1.75,1490,224334,1,3,38
490000,3,2,2220,10275,2,3,41
335000,3,1.75,2430,9133,1,4,43
350000,2,0.75,1392,43710,1.5,4,43
100000,4,1,1120,2685,1,3,82
417500,4,1,1390,10800,1.5,4,80
253000,3,1.75,2040,7281,1,3,59
1240000,5,3,2830,7500,2,3,98
490000,4,2.5,3020,8302,2,4,27
470000,3,1.75,2290,14800,1,3,56
483300,4,2,1210,11100,1,4,66
659000,3,2.5,2510,6320,2,3,25
480000,4,1.75,2320,4322,1,3,111
165000,3,1,970,6600,1,3,56
659500,3,1.75,1820,5500,1,4,64
219900,3,1,970,7742,1,4,54
315000,2,1,1740,3622,1,4,97
250000,3,1.75,1590,7560,1,3,37
268000,2,1,1380,5000,1,3,78
380000,4,1.5,1680,11123,1,3,62
499000,2,1,1220,3000,1,3,95
285000,2,2,1651,18200,1,3,75
183000,3,1.75,1330,9200,1,4,48
1070000,3,3,2940,4622,2,4,33
429000,3,3.25,1410,1246,3,3,16
403000,2,1,1100,3598,1,4,95
375500,3,1.5,1530,7200,1,3,46
1795000,5,3.25,5270,17232,2,3,44
516200,3,2,2110,5150,1,5,102
385000,4,1.75,1720,8750,1,3,50
515000,3,2.5,1800,5001,2,3,25
375000,4,2.5,2210,9427,2,3,22
650000,4,2.25,2560,9731,2,4,48
306888,2,1.5,1010,7719,2,3,40
870000,4,2.5,3340,12248,2,3,23
310000,4,1,1740,11075,1.5,3,56
251750,3,2,1320,7200,1,5,46
366000,3,1.75,1520,8625,1,3,45
429950,3,1.5,2010,9480,1,3,70
710000,3,3.5,2440,3427,2,3,21
895000,5,2.5,2550,20875,1,4,68
149500,3,1,1010,9450,1,4,62
310000,3,2.5,1780,6771,1,3,31
555000,3,2,2180,4976,1.5,4,91
750000,5,3.25,2750,7500,2,3,84
745000,4,3.25,3490,7024,2,3,15
695000,3,2.5,2550,45254,2,3,20
433000,3,1.75,1870,7189,1,3,62
307000,4,1,1150,8184,1.5,3,74
655275,3,1.75,2050,11856,1,3,59
392000,4,2.75,1940,6555,2,3,31
1180000,5,3.75,3630,6000,1.5,3,17
359950,3,1.75,1890,9100,2,4,69
360000,4,2,1630,10375,1,5,53
566000,4,1.75,2440,5000,1,3,67
700000,5,2.75,3100,9825,2,4,71
415000,3,2.5,2090,6045,2,3,21
199500,3,1,920,9812,1,4,59
749000,3,1,1580,5000,1.5,3,95
680000,3,1.75,1760,8400,1,4,61
400000,4,2.5,2530,7563,1,3,43
608000,4,2.75,2490,9714,1,4,38
589900,4,4.5,3870,35889,2,3,20
480000,5,2.5,2732,9500,1,4,46
1059500,5,3.25,3230,3825,2,3,7
915000,6,3.75,2930,14980,2,3,8
695000,4,3.5,3510,9364,2,3,20
899900,4,2.5,2580,3909,2,3,8
499950,2,2.25,1060,1208,2,3,16
533112,4,2.75,2790,8853,2,3,8
303210,4,2.5,2009,5000,2,3,7
525000,5,2.75,2880,8364,2,3,15
399950,2,1,710,1157,2,4,78
850830,3,2.5,2070,13241,1.5,5,111
371500,3,2,1370,8336,1,5,57
522000,3,1.75,1730,8400,1,4,41
588000,4,2,1680,5000,1,3,71
276900,2,1,1350,10096,1,4,69
248000,5,1.5,1510,9078,1,4,62
280000,3,2.5,1860,6607,2,3,32
495000,6,5,3440,4500,2,3,14
665000,6,3,4250,4400,2.5,4,119
290300,2,1,860,3874,1,4,90
527000,2,1.75,1640,4080,1,3,100
487028,2,1.5,1295,1093,2,3,14
325000,3,1.75,1790,27427,1,3,43
799000,3,1.5,2210,6300,1.5,5,105
7062500,5,4.5,10040,37325,2,3,81
354000,3,1,940,10368,1,3,56
262500,3,1.5,1160,8906,1,3,59
560200,3,2.5,1990,3984,2,3,17
220000,3,1,1050,6300,1,3,79
650000,2,1,1030,5750,1,5,93
435000,3,2.5,1420,2581,3,3,17
800000,4,3.75,2690,4000,2,4,112
1010000,4,2.5,3760,29224,2,3,34
200000,2,1,700,4700,1,5,68
295000,5,3.5,2100,5107,2,3,22
580379,4,2.75,2240,27820,1.5,4,45
875000,4,2.5,3470,32109,2,3,26
515000,3,2.5,3370,19585,2,3,70
599000,4,2.5,2790,230868,2,3,32
285000,3,2.5,1870,4060,2,3,16
290000,3,1.75,1520,15090,1,4,53
355000,1,1.75,750,20339,1,4,75
381000,3,1.5,1460,11407,1,3,67
571000,3,2.5,2600,7465,2,3,33
852600,4,2.5,3320,11901,2,5,44
1085000,5,2.5,2340,6000,2,4,99
371000,3,1,890,7200,1,3,70
514000,3,1.75,1720,5899,1,3,35
386000,3,1.5,1270,1318,2,3,17
464000,4,2.5,2180,7203,2,4,32
335000,4,2.25,2030,13500,1,3,58
740000,4,2.75,2490,17833,2,3,42
465000,4,1.75,1470,5350,1,3,66
700000,3,2.75,2500,7378,1,5,73
785000,3,3.5,4500,21870,2,3,17
350000,3,3.25,1460,1592,2,3,15
148000,1,1,620,8261,1,3,82
530000,3,1.75,1550,3680,1,3,94
349000,3,2.5,1430,1002,3,3,19
240000,3,1.5,1360,9760,1.5,5,37
330000,3,2.5,2210,7557,2,3,32
735000,4,1.75,2460,5100,1.5,5,112
545000,3,2.5,2180,15693,1,4,42
214950,3,1.75,1570,4875,1,4,44
657500,4,2.75,4140,24190,2,3,19
476000,3,1,1140,5500,1.5,4,113
2888000,5,6.25,8670,64033,2,3,56
110000,2,1,800,15000,1,3,94
292000,4,2.75,2414,7693,2,3,15
317000,3,1,1160,8813,1,3,69
455000,4,2.5,3170,10688,2,3,20
1365000,5,3.5,4210,17258,2,3,26
460000,3,2,2060,4437,1,3,92
405000,3,2,1640,7201,1,3,73
333000,2,1,720,6686,1,3,79
427000,4,1,1860,4736,1.5,1,120
742000,4,2.5,2810,10986,2,3,24
465000,4,2.5,2090,9702,1,5,56
809950,4,2.5,3280,6181,2,3,20
619400,4,2,2090,3610,1.5,5,94
762400,3,1.75,2430,14607,1,3,72
535000,5,2.25,2520,49222,2,4,43
881000,5,3,2510,4125,1.5,5,96
813000,4,2.75,3370,6675,1,4,73
234000,3,2,1640,5280,1.5,5,111
308900,3,2.5,2250,7294,2,3,27
450000,4,2.5,2300,19250,1,4,66
547500,3,3.5,1650,2262,3,3,11
399950,2,1,710,1131,2,4,78
516000,4,3.5,2550,8698,2,3,14
250000,2,1.5,982,846,2,3,15
475000,3,2.25,1630,2520,2,3,16
415000,4,2.5,2550,4500,2,3,12
545000,2,1.25,1240,2150,2,3,7
329950,3,2.5,2456,7566,2,3,9
1325000,5,2.25,3200,20158,1,3,56
784000,3,3.5,3950,111078,1.5,3,32
610750,4,2.25,2180,7297,2,3,37
578000,4,2.5,3140,9225,1,5,55
1485000,4,3.75,4030,10800,2,3,15
501000,3,1.75,1970,7972,1,5,45
465250,5,2,1940,7642,1.5,3,64
2250000,5,4.25,4860,9453,1.5,5,116
1095000,0,0,3064,4764,3.5,3,31
315000,2,1,970,5665,1,4,113
900000,4,2.25,2460,44431,1,4,64
789500,4,2.5,3010,6100,2,3,16
678500,3,2,2460,6600,1,4,69
342500,3,2,2080,11375,1,3,19
860000,4,3.25,3960,7012,2,3,16
306000,4,2.5,2490,8124,2,3,20
580000,5,2,2060,6000,2,3,118
405000,3,1,1330,15678,1,3,37
510000,3,1.75,1600,19200,1,4,54
173000,2,1,820,10450,1,4,56
210000,4,1.75,1200,7680,1,3,53
445000,3,1,1050,5664,1,4,74
585000,3,2.5,1910,1501,2.5,3,14
381000,3,1.75,1800,6000,1,5,71
890000,3,2.25,2060,8640,1,4,55
235000,3,1.75,1840,9697,1,4,36
480000,3,2.5,1250,1103,3,3,16
575000,2,1,1510,4032,1.5,3,86
350000,4,2.25,2300,4600,1.5,4,117
259000,4,1.5,1490,7560,2,3,55
599000,5,2.75,2820,4608,1,3,54
210000,4,1.5,1130,7840,1,4,51
1184000,4,2.5,3200,7500,1.5,5,73
545000,3,1,1510,5000,1.5,3,112
299995,3,2.5,1970,7500,2,3,33
440000,3,1,1210,5750,1.5,4,111
699000,4,2.5,3280,27441,2,3,25
795000,3,2,2420,17859,1,5,42
445000,5,1.75,2460,6846,1.5,5,110
397990,3,1,1180,11862,1,4,73
706000,3,2.75,1900,6400,1,5,79
363000,3,3.25,1651,1779,2,3,13
850000,4,2.25,2130,11843,2,4,49
620000,2,1,1430,3000,1.5,3,92
1228000,4,2.5,5730,44947,2,3,30
333000,4,2.5,1910,9244,1,4,58
743000,3,1.75,2110,11250,1,4,60
448000,2,1.5,1630,3780,1,4,81
485000,4,2.5,2470,35073,2,3,32
489950,4,2.25,2640,31941,1,4,35
498500,5,2.75,2990,7420,2,3,25
531000,3,2.5,2120,9736,2,3,33
670000,3,2.5,2050,6420,1,3,65
310000,5,3,1880,5000,1,3,24
835000,3,3,2790,12523,2,4,44
1688000,4,2.5,3000,7500,2,3,84
495000,4,2.5,2140,7245,2,3,18
495000,3,2,1769,9300,1,4,66
440000,3,1,1710,6556,1.5,4,95
280000,1,0.75,420,6720,1,3,99
1070000,4,2.5,3270,35445,2,3,32
1034500,4,2.5,2370,10858,2,3,18
248000,4,2.5,1770,5855,2,3,18
294000,4,2.5,2210,8465,1,3,31
561000,3,2.25,1710,4140,2,3,17
656500,4,2,2710,4750,1,4,102
660000,3,3,2340,2970,2,5,96
370000,2,1,1220,17172,1,4,74
349950,3,1,1060,9525,1,3,55
223000,2,1,910,9869,1,3,64
560000,4,1.75,1880,3880,1.5,4,77
594000,4,1.75,1870,5200,2,4,84
600000,3,2.25,1480,5400,2,4,107
315000,3,2.5,1880,7000,2,3,28
430000,4,1.75,1890,6000,1,4,74
440000,3,2.75,1560,7392,1,5,49
312500,2,1.5,1070,1200,2,3,22
1240000,5,4,4410,14380,2,3,15
300000,3,3.25,1470,1235,2,3,13
680000,3,2.5,2570,3600,2.5,3,14
336750,2,2.25,1170,1011,2,3,12
822500,5,3.5,2320,4960,2,5,95
589000,4,3,2440,9600,2,5,60
863000,4,2.5,4120,22370,2,3,24
210000,2,1.75,1440,5680,1,4,43
206135,3,1,1340,11070,1,4,43
1125000,6,3.75,3010,4360,2,3,7
285000,3,1.75,1840,8601,1,3,116
230000,2,1,930,7550,1,3,35
845000,4,2.75,4070,115434,2,3,19
350000,3,1.75,1820,9545,1,3,45
304000,3,1,1280,8184,1.5,4,74
370000,2,1,900,4600,1,3,70
810000,3,1.75,1980,13503,1,4,69
440000,4,2.25,2010,7575,1,3,47
1030000,4,2.5,2750,4800,2,3,116
775000,4,2,3140,10875,1,3,82
1335000,5,2.25,4200,5800,2.5,4,115
235000,3,1.75,1900,8540,1,3,41
499950,3,1,1830,3000,1.5,3,95
622500,5,2.75,3320,23760,2,4,46
300000,4,2.5,2700,10814,1,4,55
205000,3,1,1290,6566,1,5,45
435000,3,1.75,1500,8173,1,3,24
697000,4,2.75,3650,48351,1.5,4,43
153000,3,1,1270,6405,1.5,3,77
454000,4,2.25,2630,39000,2,3,42
345000,2,1.5,1800,26615,1,5,34
585000,3,1,1870,2807,1.5,4,94
380000,4,2.5,2540,6365,2,3,21
250600,4,2.5,1930,8660,1,3,40
890000,4,2.25,2770,13500,2,3,47
370000,4,2.5,2220,5338,2,3,20
369500,3,1.5,1650,9957,1,4,60
883000,4,2.5,3670,54450,2,3,22
950000,4,2.5,3770,35081,2,3,32
615000,3,1.75,2350,20820,1,4,43
305000,3,1.5,1210,5240,1,4,38
590000,4,2.5,2010,7972,2,4,32
485000,3,2.5,1580,6065,2,3,36
215000,2,1,710,7200,1,3,78
430000,3,2,1910,5040,1.5,3,50
324900,4,2.5,1880,7965,2,3,21
849900,2,2,2280,641203,2,3,31
975000,5,2.75,3100,10014,1,4,48
910000,5,2.5,2350,4000,2,3,28
459950,3,1.75,1850,6869,1,5,102
325000,3,2.5,2070,8337,2,3,24
513000,4,2.75,2020,7070,1,5,63
475000,3,2.25,1580,12177,1,3,40
419000,4,2.5,2690,7947,2,3,28
760000,4,2.5,2420,10285,1,3,63
1120000,5,1.5,2540,6660,2,4,67
129000,2,1,1150,30184,1,3,71
725000,5,2.5,3210,12000,1,4,53
580000,3,2.5,2040,4627,2,3,29
385000,3,2.25,1920,4833,1,4,100
265000,4,1.75,1900,10588,1,5,63
1735000,3,2.5,4310,32093,1.5,5,39
330000,3,2.5,1070,1155,2,3,16
665000,4,2.5,2790,43091,2,4,32
799000,3,2.5,2860,4442,2,3,21
589000,3,2,2250,8800,1,4,96
1695000,2,2.25,3170,3000,2,5,121
538000,3,1,1460,7200,1,3,115
530100,3,1,1540,3399,1.5,3,95
718500,3,2,2910,6600,2,4,121
299000,3,1.75,1180,13927,1,5,59
556000,3,1.75,1640,7437,1,3,73
171000,4,2,1520,19672,1,3,101
540000,5,3,3610,9775,2,3,18
250000,3,2.25,1400,3814,2,3,9
795000,4,3.5,3200,3250,2,3,14
575000,3,3,1384,1287,2,3,15
379500,3,2.25,1410,1287,2,3,16
385000,4,2.5,2050,5276,2,3,15
415500,4,2.5,1750,4779,2,3,12
397500,3,2,1510,6710,1,3,49
530000,3,2.5,1930,7214,2,3,16
883000,4,2.5,2960,41656,2,3,36
850000,5,2.75,2920,11880,1,5,53
496752,2,1,1980,5000,1,4,98
330000,3,1.75,1430,8865,1,3,71
735000,4,2.75,2450,4187,2,3,11
525000,4,2.75,2360,4924,2,3,13
269950,3,2.5,1890,4838,2,3,19
650000,3,1.75,2140,9484,1,3,68
520500,3,2,1900,8100,1,4,81
652500,4,2.5,2700,9122,2,3,31
506000,5,3,2430,8000,1,4,64
416000,3,1,1110,12150,1,4,64
500000,4,2.75,2280,15347,1,5,61
460000,3,1.75,1550,4708,1,4,72
371025,3,2,1530,8925,1,3,44
576000,4,2.5,2440,28405,2,3,19
353500,4,2.25,1760,9602,2,3,34
1735000,4,2.25,3040,5000,2,4,95
183000,3,1.75,1070,8100,1,4,64
763101,3,1.75,1990,5560,1,4,82
460000,2,1.5,1090,4000,1,3,70
825000,4,1.5,1890,6938,1.5,3,102
265000,3,1,1000,9150,1,3,52
295000,3,1.75,1770,8235,1,3,61
418000,4,3,2360,6250,1,3,61
554000,3,3.5,3380,108900,2,3,22
534500,3,2.5,1700,3150,2,3,16
690000,2,1.75,1600,4000,1,5,103
530000,4,2.5,2050,6360,2,3,33
357186,2,1.75,1210,1040,2,3,7
300000,5,3,1940,6355,1,3,14
304000,4,2,1810,8750,1,2,54
385000,4,1.75,1690,4080,1,4,37
415000,4,2,1800,2970,1,4,98
963000,4,3.5,3280,6603,2,3,14
792500,4,2.5,4290,175421,2,3,17
309212,3,1.75,1150,9600,1,3,42
235000,2,1.5,880,1805,2,3,22
667000,3,1.5,1720,8100,2,3,114
470000,3,1.5,1510,8000,1,4,65
375000,4,2,1240,3000,1,3,113
410000,4,2,1580,9581,1,3,68
566000,4,2.25,2170,7737,2,3,34
680000,4,2.75,2500,4950,2,3,11
332000,1,1,960,2640,1,3,113
902000,4,2.5,3030,8507,2,3,18
500000,3,1.75,1540,10800,1,5,74
445000,3,1.75,1890,32340,1.5,3,45
825000,4,2.5,2810,9800,1,4,48
1095000,4,4,3530,8400,2,5,63
277000,3,1,1100,8536,1,4,64
545000,3,2.5,1940,9775,1,3,46
435000,3,2.5,2300,9521,2,3,18
638000,3,2.5,2110,3600,2,3,16
418000,4,1.5,1220,10580,1,3,56
499000,3,1.75,1750,12325,1,4,53
150000,3,1.5,1230,8056,1,4,72
759950,3,2.5,3100,23790,2,3,19
427000,3,2.5,1830,65340,1,3,30
632500,5,2.5,2640,7096,2,3,18
660000,6,1.75,1840,2774,1,3,121
862000,4,2.5,3190,14565,2,3,31
524000,2,1,1120,2000,1.5,3,111
470000,3,1.5,1760,6723,1,3,63
385000,3,2,1590,9912,2,3,21
575000,4,2.5,2120,9603,2,3,36
220000,4,2.5,2240,9826,1,4,33
460000,2,1,890,2100,1,4,102
1712500,3,3.25,2940,5432,3,4,43
175000,3,1.5,1220,7300,1,3,48
465000,3,2.25,2670,7500,1,4,55
552000,3,1,1120,2300,1,4,109
565000,4,2.75,3130,139392,2,4,40
518000,4,2.5,1740,7500,1,4,45
899950,4,3.5,3290,5414,2,3,15
373000,3,1,1770,5720,1.5,4,95
385000,4,2.5,2960,5054,2,3,15
245000,2,1,1200,4880,1,3,78
375000,4,2,2400,6000,2,3,108
699850,4,3.5,2690,6164,2,3,19
450000,6,2.25,3550,11780,1,4,73
455000,2,1.5,1310,12196,1.5,3,51
650000,4,2.75,2610,4160,3,5,111
378000,5,2.5,2760,8015,1,4,61
220000,3,2,1410,7998,1,4,81
285500,4,1.75,1960,7950,1,4,54
340000,3,2.5,1212,1174,3,3,17
921000,4,1.5,2220,9496,1,4,67
375000,4,2.5,2040,109336,1.5,4,48
999000,4,2.75,2800,19168,2,3,29
335000,3,1.5,2040,6000,1,3,64
1920000,4,2.5,3070,34412,1,4,71
385000,2,1,830,26329,1,4,93
850000,4,3.5,4140,7089,2,3,18
429000,5,2.5,2340,4500,2,3,12
523950,3,2.25,1420,1282,3,3,15
798800,3,2.75,2670,3738,1,3,8
284000,3,2.5,1880,6008,2,3,12
852880,4,3.25,3450,6184,2,3,7
320000,3,2.25,1200,1400,3,3,16
749995,4,3.25,3430,9870,2,3,7
468500,3,2.5,1350,1186,2,3,14
492500,5,2.5,2570,9962,2,3,15
685000,4,3.5,2840,4637,3,3,13
542525,4,2.5,2650,5600,2,3,7
435000,3,2,1980,2674,3,3,14
242000,3,1.75,1280,7524,1.5,4,33
325000,4,2.5,2610,7091,2,3,34
837700,5,2.75,3010,12611,2,3,27
210000,1,1,930,7129,1,3,73
187500,3,1.5,1180,7000,1,4,44
560000,5,1,1710,9100,1.5,4,95
272000,3,2,1380,7476,1,3,32
235000,3,1.75,1190,7280,1,4,53
259000,3,2,1870,5909,1,3,35
866059,5,3.5,3130,4797,2,3,7
473000,2,1,900,5100,1,4,112
405000,3,1.5,1880,7400,1,3,53
870000,4,4.25,3010,4887,2,4,70
475000,3,2.25,2280,5750,1,4,36
499500,3,2.5,2970,21907,2,3,23
386000,2,2.5,1620,3196,2,3,13
458000,4,1.5,1550,3000,1.5,3,103
550000,3,1.75,2240,78225,2,5,45
605500,3,2.5,2830,6536,2,3,32
421000,3,2.5,2890,21780,2,3,21
536000,4,2.25,1990,5948,2,3,30
247200,3,1.75,1370,8719,1,3,39
250000,2,1.5,1088,1360,2,3,38
204950,4,1.75,1740,9344,1,3,43
430000,3,2,1730,9000,1,3,43
250000,4,2.5,1800,8100,2,3,23
260000,3,1.75,1440,12888,1,3,63
547000,4,1,1720,2800,1.5,4,95
379900,5,3.5,2800,7350,2,3,26
738500,3,2.5,2300,6009,1,3,16
545000,4,2.25,2030,11585,1,4,54
342000,2,1,740,6180,1,3,73
4668000,5,6.75,9640,13068,1,3,38
170000,4,1,1920,13787,1,4,55
616000,4,2.5,2490,12929,2,3,38
640000,3,2,1380,4800,1,3,73
332000,3,2.5,1530,9406,1,3,28
1010000,3,3.25,2420,1923,2,3,15
380000,4,2.5,2150,37647,2,3,30
415000,4,2,1610,9600,1,5,54
1008000,4,3.5,2650,3060,2,3,20
669000,4,2.75,2700,35362,2,5,45
260000,3,1.5,1270,20700,1,2,73
854000,4,2.75,3150,38865,1,3,35
605000,3,2.25,2010,10760,2,3,36
320000,3,1,860,5060,1.5,3,94
229950,3,2,1410,7466,1,3,38
255000,3,1.75,1700,7532,1,3,34
1170000,4,2.5,2570,6251,2,3,21
479000,2,2.25,1230,932,2,3,17
1200000,4,3.5,4170,9748,2,3,17
472000,3,2.5,1180,1262,3,3,11
198000,3,1.5,1430,7347,1,3,41
440000,4,2,1450,8400,1.5,4,59
506000,3,1.75,2180,7700,1,3,60
382500,4,2.5,2210,7079,2,3,28
269500,2,1.5,1480,7276,1,4,43
560000,3,2,2340,3477,1,5,50
840000,4,3.5,3860,18334,2,3,25
479500,3,2.75,2300,4637,2,3,13
402000,3,1.5,1450,7375,1,3,53
549000,2,2.5,1380,953,3,3,15
449950,4,2.5,2470,3811,2,3,22
493000,4,1.75,2030,18295,1.5,4,46
142500,4,0.75,1440,13300,1,3,73
250000,3,1.75,1160,6134,1,3,23
729000,3,1,1580,3840,2,3,113
465000,2,2.75,1430,1425,2,3,15
465000,2,2,1494,19271,2,3,78
280000,4,2.25,1930,7207,1,4,33
675000,6,1.75,2740,6360,1,3,68
667500,3,2,1880,3800,1,5,94
809000,3,2.5,2590,7720,2,3,33
400000,3,2.25,2140,11266,2,3,35
310000,4,2,1870,6000,1.5,3,65
435000,2,1,1230,3800,1,3,93
465950,4,2.5,2340,6896,2,3,20
1538000,3,2.25,2880,7599,1,3,63
253000,3,1.5,880,6600,1,5,76
330000,3,2.5,3040,7232,2,3,18
554000,4,1,1120,7104,1.5,3,75
350000,3,2,1380,3600,3,3,8
294999,4,2.5,1660,9760,2,3,27
1185001,3,2.75,2500,5568,2,5,116
752000,4,2.5,2940,10382,2,4,30
